hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
2700,06
8100,07
27200,08
22100,09
20600,10
30800,11
41100,12
44200,13
34500,14
37600,15
7500,16
13100,17
5200,18
800,19
0,20
0,21
0,22
