hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1900,07
8300,08
20300,09
50200,10
62700,11
73300,12
65300,13
56300,14
35700,15
12300,16
400,17
0,18
0,19
0,20
0,21
0,22
