hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
2000,07
4300,08
4500,09
4500,10
5000,11
4900,12
2900,13
5900,14
7000,15
2800,16
3800,17
2200,18
0,19
0,20
0,21
0,22
