hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
400,07
4200,08
14200,09
15600,10
18600,11
32200,12
45400,13
60800,14
41300,15
28000,16
8500,17
200,18
0,19
0,20
0,21
0,22
