hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
500,07
8100,08
46700,09
70200,10
81800,11
78500,12
84200,13
75900,14
56000,15
40100,16
5100,17
200,18
0,19
0,20
0,21
0,22
