hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
400,07
7300,08
10300,09
26900,10
12000,11
11600,12
15200,13
15100,14
39000,15
20900,16
3400,17
0,18
0,19
0,20
0,21
0,22
