hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
3100,07
25400,08
45100,09
65500,10
77000,11
77400,12
62500,13
47200,14
21100,15
7200,16
4300,17
200,18
0,19
0,20
0,21
0,22
