hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
2500,06
6000,07
19200,08
20500,09
16900,10
15900,11
18400,12
9800,13
8100,14
7400,15
8500,16
3600,17
6900,18
100,19
0,20
0,21
0,22
