hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
2700,07
26100,08
51800,09
65700,10
72800,11
62700,12
60800,13
41300,14
22500,15
5500,16
100,17
0,18
0,19
0,20
0,21
0,22
