hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
700,07
4100,08
7400,09
16100,10
19200,11
25300,12
17500,13
10600,14
6900,15
3000,16
500,17
0,18
0,19
0,20
0,21
0,22
