hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
700,06
1900,07
4000,08
5500,09
2700,10
4300,11
4600,12
4100,13
3800,14
1800,15
1000,16
1000,17
0,18
0,19
0,20
0,21
0,22
