hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
500,07
13000,08
43000,09
53100,10
68600,11
67500,12
59800,13
36500,14
13700,15
5600,16
100,17
0,18
0,19
0,20
0,21
0,22
