hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
7000,06
33800,07
80600,08
117000,09
127600,10
76700,11
79000,12
74200,13
62200,14
56200,15
37800,16
16100,17
2700,18
0,19
0,20
0,21
0,22
