hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
400,06
6400,07
13600,08
29800,09
49400,10
40800,11
55200,12
32400,13
24600,14
22800,15
13000,16
7200,17
1200,18
0,19
0,20
0,21
0,22
