hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
200,07
11200,08
42800,09
53500,10
67300,11
69900,12
65900,13
51200,14
40100,15
5100,16
400,17
0,18
0,19
0,20
0,21
0,22
