hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
3500,06
10400,07
22300,08
50500,09
47300,10
37400,11
34400,12
21400,13
29500,14
25300,15
11600,16
6500,17
3700,18
300,19
0,20
0,21
0,22
