hrPow,logHr
0,00
0,01
0,02
0,03
0,04
500,05
7700,06
18600,07
14500,08
22800,09
34500,10
23900,11
46400,12
25200,13
20700,14
19600,15
28200,16
14100,17
6500,18
1800,19
0,20
0,21
0,22
