hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1300,06
5800,07
11300,08
23400,09
44600,10
63500,11
57800,12
63900,13
38600,14
32400,15
19400,16
24300,17
9700,18
600,19
0,20
0,21
0,22
