hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1400,06
5100,07
12300,08
13700,09
13200,10
9700,11
15500,12
12700,13
8200,14
11100,15
8300,16
5200,17
1200,18
0,19
0,20
0,21
0,22
