hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
2400,08
11000,09
20600,10
37900,11
18900,12
27300,13
33100,14
32300,15
3500,16
400,17
0,18
0,19
0,20
0,21
0,22
