hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
500,07
7300,08
39700,09
42200,10
64300,11
71800,12
67900,13
51500,14
38400,15
3400,16
200,17
0,18
0,19
0,20
0,21
0,22
