hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
1900,08
4700,09
5600,10
5000,11
5700,12
5800,13
6300,14
2500,15
1100,16
300,17
0,18
0,19
0,20
0,21
0,22
