hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
7000,07
35000,08
53900,09
75200,10
85300,11
89200,12
78900,13
78000,14
63400,15
39100,16
14600,17
500,18
0,19
0,20
0,21
0,22
