hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
6500,07
32500,08
55000,09
64700,10
80600,11
83700,12
81000,13
66800,14
59800,15
39000,16
12200,17
800,18
0,19
0,20
0,21
0,22
