hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
7600,07
37100,08
61000,09
67800,10
84600,11
89000,12
78300,13
76900,14
62000,15
41000,16
12500,17
800,18
0,19
0,20
0,21
0,22
