hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
600,06
16600,07
69400,08
114800,09
127600,10
159600,11
162400,12
156600,13
129600,14
115200,15
75200,16
24800,17
1600,18
0,19
0,20
0,21
0,22
