hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
2800,06
5100,07
11700,08
21900,09
14800,10
12900,11
24100,12
18200,13
13200,14
15500,15
10600,16
4700,17
2100,18
700,19
0,20
0,21
0,22
