hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1900,07
22200,08
51100,09
65800,10
72500,11
70600,12
71400,13
60100,14
38400,15
3000,16
200,17
0,18
0,19
0,20
0,21
0,22
