hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
2200,06
21800,07
71600,08
112600,09
140800,10
142800,11
134000,12
130800,13
121200,14
104600,15
62200,16
27800,17
2800,18
0,19
0,20
0,21
0,22
