hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
600,07
15700,08
37100,09
58600,10
68500,11
67200,12
69300,13
55000,14
44300,15
26600,16
2500,17
0,18
0,19
0,20
0,21
0,22
