hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
3200,06
6900,07
12100,08
31800,09
31700,10
44200,11
34900,12
24800,13
32300,14
21000,15
16600,16
7000,17
3300,18
200,19
0,20
0,21
0,22
