hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
4200,06
26800,07
76400,08
103200,09
135600,10
165200,11
170600,12
168000,13
138600,14
123600,15
81600,16
34800,17
6400,18
0,19
0,20
0,21
0,22
