hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
4000,06
16300,07
30800,08
47000,09
64300,10
64900,11
59500,12
78300,13
70200,14
53500,15
43200,16
24000,17
6900,18
600,19
0,20
0,21
0,22
