hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
2600,06
10400,07
26400,08
42400,09
54500,10
57900,11
49900,12
35700,13
20600,14
17300,15
10700,16
8500,17
3900,18
300,19
0,20
0,21
0,22
