hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
11100,07
37200,08
55300,09
64100,10
69600,11
75100,12
68700,13
55100,14
45500,15
24000,16
1600,17
0,18
0,19
0,20
0,21
0,22
