hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
2100,07
17000,08
17700,09
35400,10
36100,11
31900,12
58900,13
56900,14
37200,15
13600,16
800,17
0,18
0,19
0,20
0,21
0,22
