hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1400,06
4600,07
6900,08
11400,09
15900,10
23200,11
19200,12
15300,13
5200,14
5200,15
1100,16
1200,17
200,18
0,19
0,20
0,21
0,22
