hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
400,07
2300,08
4500,09
1800,10
5400,11
8300,12
11300,13
7100,14
4100,15
900,16
0,17
0,18
0,19
0,20
0,21
0,22
