hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
400,07
2000,08
3300,09
13600,10
17600,11
15700,12
10200,13
6400,14
5600,15
9000,16
12800,17
5100,18
400,19
0,20
0,21
0,22
