hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
3500,06
10600,07
21100,08
41100,09
54500,10
61900,11
45400,12
49500,13
50400,14
52900,15
32500,16
15700,17
7900,18
400,19
0,20
0,21
0,22
