hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
4700,06
7700,07
29200,08
28200,09
29100,10
42000,11
41400,12
26800,13
13400,14
6500,15
3400,16
900,17
200,18
0,19
0,20
0,21
0,22
