hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
8700,07
34400,08
52300,09
58000,10
65100,11
42400,12
35200,13
34500,14
36100,15
10600,16
1000,17
0,18
0,19
0,20
0,21
0,22
