hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
700,07
4300,08
11200,09
29800,10
62800,11
59200,12
60800,13
67300,14
52300,15
27000,16
2000,17
0,18
0,19
0,20
0,21
0,22
