hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
800,07
900,08
1000,09
2000,10
2400,11
4400,12
3200,13
2000,14
3300,15
3000,16
5700,17
1000,18
0,19
0,20
0,21
0,22
