hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
200,08
600,09
1200,10
1200,11
2000,12
2600,13
900,14
600,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
