hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1700,06
6000,07
6400,08
22200,09
41100,10
27600,11
25900,12
29600,13
18500,14
6900,15
2500,16
4000,17
3900,18
100,19
0,20
0,21
0,22
