hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1000,06
17800,07
69600,08
108800,09
141600,10
143000,11
163400,12
156800,13
136400,14
109400,15
75200,16
27400,17
1600,18
0,19
0,20
0,21
0,22
