hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
4400,07
24700,08
44700,09
30900,10
17400,11
29000,12
16800,13
9500,14
5700,15
3900,16
1600,17
0,18
0,19
0,20
0,21
0,22
