hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
100,07
7800,08
23300,09
37100,10
64900,11
69900,12
61300,13
54400,14
35800,15
7000,16
700,17
0,18
0,19
0,20
0,21
0,22
