hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
5800,08
8700,09
9800,10
22000,11
22500,12
47200,13
59000,14
44500,15
12800,16
900,17
0,18
0,19
0,20
0,21
0,22
