hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
1200,08
3800,09
7800,10
7200,11
13000,12
11500,13
9000,14
3300,15
1200,16
0,17
0,18
0,19
0,20
0,21
0,22
