hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
900,08
4600,09
5800,10
4100,11
2100,12
2100,13
3000,14
900,15
400,16
0,17
0,18
0,19
0,20
0,21
0,22
