hrPow,logHr
0,00
0,01
0,02
0,03
0,04
600,05
7700,06
18000,07
39200,08
48700,09
64900,10
73300,11
65600,12
71500,13
62400,14
54700,15
34300,16
24600,17
7300,18
800,19
0,20
0,21
0,22
