hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
200,07
14800,08
47700,09
61100,10
69300,11
76200,12
73700,13
59200,14
51300,15
18300,16
1000,17
0,18
0,19
0,20
0,21
0,22
