hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
100,07
11300,08
29800,09
57500,10
63400,11
45000,12
52600,13
38800,14
28700,15
9300,16
1900,17
0,18
0,19
0,20
0,21
0,22
