hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
3200,06
6600,07
10800,08
12400,09
30200,10
23200,11
37000,12
29800,13
36900,14
27900,15
24800,16
18400,17
4300,18
0,19
0,20
0,21
0,22
