hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
1600,06
2400,07
8200,08
13500,09
12900,10
9600,11
12600,12
10600,13
6500,14
3600,15
3600,16
1500,17
200,18
0,19
0,20
0,21
0,22
