hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
100,07
7800,08
22400,09
23700,10
47400,11
63500,12
68200,13
57200,14
42400,15
11900,16
1200,17
0,18
0,19
0,20
0,21
0,22
