hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
10800,07
37000,08
56000,09
62400,10
75400,11
76300,12
64900,13
60100,14
40400,15
15200,16
2100,17
0,18
0,19
0,20
0,21
0,22
