hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
300,07
7100,08
31000,09
33900,10
57100,11
64900,12
66400,13
56100,14
37200,15
4600,16
200,17
0,18
0,19
0,20
0,21
0,22
