hrPow,logHr
0,00
0,01
0,02
0,03
0,04
1300,05
7400,06
24700,07
38900,08
53600,09
70100,10
65900,11
78800,12
68100,13
68500,14
58000,15
39800,16
23300,17
7900,18
700,19
0,20
0,21
0,22
