hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
0,08
300,09
1900,10
3400,11
8000,12
7700,13
5300,14
3600,15
2200,16
1000,17
0,18
0,19
0,20
0,21
0,22
