hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
900,07
14700,08
38500,09
55500,10
64700,11
59800,12
61500,13
48500,14
28200,15
4500,16
100,17
0,18
0,19
0,20
0,21
0,22
