hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
5300,07
11300,08
17100,09
11000,10
52400,11
31600,12
24600,13
17900,14
20000,15
10900,16
4200,17
200,18
0,19
0,20
0,21
0,22
